Player Name	Score	Games Played	Average Score	Total Time	Average Time	Total Moves	Average Moves	Total Pins in Goal	Average Pins in Goal	Total Distance	Average Distance	Win Bonus
pl_B	355.9	2	177.95	166.89999999999998	83.44999999999999	0.0	0.0	0.0	0.0	189.0	94.5	
PL_C	528.7	3	176.23333333333335	236.7	78.89999999999999	0.0	0.0	0.0	0.0	292.0	97.33333333333333	
Pl_A	345.4	2	172.7	148.4	74.2	0.0	0.0	0.0	0.0	197.0	98.5	
pl_D	170.8	1	170.8	68.8	68.8	0.0	0.0	0.0	0.0	102.0	102.0	
